34909999	doc1
35081236	doc2
35262590	doc3
35107559	doc4
35019084	doc5
35195203	doc6
34910042	doc7
35043902	doc8
35081239	doc9
35137819	doc10
34910008	doc11
34932681	doc12
35137776	doc13
34909989	doc14
35019087	doc15
35081197	doc16
35081247	doc17
35043879	doc18
35081237	doc19
35262570	doc20
35239802	doc21
34962744	doc22
35107509	doc23
35137792	doc24
34910034	doc25
35043914	doc26
35081243	doc27
35137806	doc28
34986084	doc29
35081241	doc30
35195214	doc31
35107503	doc32
35077347	doc33
35195205	doc34
34909997	doc35
34909984	doc36
35137868	doc37
35137788	doc38
34932680	doc39
35137805	doc40
34932657	doc41
35170680	doc42
34910011	doc43
35195208	doc44
35137786	doc45
34910037	doc46
35262578	doc47
35043892	doc48
35262580	doc49
35137803	doc50
