36506861	doc1
37059431	doc2
35633196	doc3
36516302	doc4
37059439	doc5
37082167	doc6
37082153	doc7
36863401	doc8
35019088	doc9
36252589	doc10
36477172	doc11
36351416	doc12
35749058	doc13
36261127	doc14
36629602	doc15
36726601	doc16
36651407	doc17
36530760	doc18
36888861	doc19
37042887	doc20
36948196	doc21
36909805	doc22
36888832	doc23
35019083	doc24
34932656	doc25
36863403	doc26
35749088	doc27
36743988	doc28
36530762	doc29
36351420	doc30
37008525	doc31
36793463	doc32
36938838	doc33
36252593	doc34
35043860	doc35
36651399	doc36
35475847	doc37
36790304	doc38
36794174	doc39
35043858	doc40
36449957	doc41
37075413	doc42
36477186	doc43
36651394	doc44
36517454	doc45
36506854	doc46
36580935	doc47
36605419	doc48
37018789	doc49
36446560	doc50
